,region,sales_price,bedroom,bathroom,parking,dimensions
16736,"Vila  Guilhermina, Sao Paulo",450000,2,2,2,63
16737,"Jaguaré, Sao Paulo",296000,2,1,2,55
16738,"Brooklin, Sao Paulo",358990,0,1,2,42
16739,"Limão, Sao Paulo",180000,2,1,2,38
16740,"Mooca, Sao Paulo",990000,0,4,2,129
16741,"Jardim  Wanda, Sao Paulo",190000,2,1,2,50
16742,"Jardim  Mônica, Sao Paulo",240000,2,1,2,50
16743,"Bela  Vista, Sao Paulo",2041000,0,3,2,276
16744,"Jardim  Paulista, Sao Paulo",435000,1,1,2,28
16745,"Brooklin, Sao Paulo",1350000,3,0,4,130
16746,"Campo  Belo, Sao Paulo",1300000,0,3,3,165
16747,"Vila  Andrade, Sao Paulo",1200000,3,4,4,177
16748,"Jardim  Paulista, Sao Paulo",1950000,0,4,2,216
16749,"Brooklin, Sao Paulo",2150000,0,3,3,168
16750,"Jardim  Paulista, Sao Paulo",1040000,0,2,2,69
16751,"Saúde, Sao Paulo",690000,0,2,2,72
16752,"Paraíso, Sao Paulo",1000000,0,2,2,86
16753,"Moema, Sao Paulo",930000,0,2,2,95
16754,"Santa  Teresinha, Sao Paulo",2000000,4,6,5,260
16755,"Campo  Limpo, Sao Paulo",216000,2,1,5,40
16756,"Moema, Sao Paulo",1150000,3,0,2,95
16757,"Jardim  Europa, Sao Paulo",2460000,3,0,2,160
16758,"Vila  Medeiros, Sao Paulo",400000,3,2,2,90
16759,"Vila  Olímpia, Sao Paulo",730000,2,0,2,72
16760,"Vila  da  Paz, Sao Paulo",280000,2,1,2,55
16761,"Santana, Sao Paulo",404000,2,2,2,69
16762,"Perdizes, Sao Paulo",1730000,3,5,3,144
16763,"Vila  Regente  Feijó, Sao Paulo",650000,3,2,2,83
16764,"Vila  Regente  Feijó, Sao Paulo",680000,2,1,2,79
16765,"Itaquera, Sao Paulo",265000,2,1,2,50
16766,"Santa  Cecília, Sao Paulo",415000,1,1,2,54
16767,"Saúde, Sao Paulo",570000,2,2,2,75
16768,"Morumbi  Sul, Sao Paulo",295000,2,1,2,51
16769,"Santa  Teresinha, Sao Paulo",1275000,3,4,2,139
16770,"Jardim  Prudência, Sao Paulo",510000,1,2,2,57
16771,"Água  Fria, Sao Paulo",950000,3,4,3,143
16772,"Santa  Teresinha, Sao Paulo",451300,2,2,3,63
16773,"Vila  Guilherme, Sao Paulo",305000,2,1,3,50
16774,"Chácara  Santo  Antônio   Zona  Leste, Sao Paulo",1140000,3,1,3,118
16775,"Aclimação, Sao Paulo",2100000,3,5,3,176
16776,"Moema, Sao Paulo",850000,3,3,2,100
16777,"Higienópolis, Sao Paulo",1310000,3,1,2,147
16778,"Paraíso, Sao Paulo",790000,2,2,2,75
16779,"Perdizes, Sao Paulo",2750000,4,4,4,224
16780,"Itaim  Bibi, Sao Paulo",1060000,2,2,2,65
16781,"Jardim  América, Sao Paulo",935000,2,2,2,90
16782,"Vila  Olímpia, Sao Paulo",850000,3,2,2,91
16783,"Santa  Cecília, Sao Paulo",650000,2,1,2,70
16784,"Perdizes, Sao Paulo",2800000,4,4,4,378
16785,"Higienópolis, Sao Paulo",620000,3,1,4,62
16786,"Jardim  Paulistano, Sao Paulo",815000,2,1,4,73
16787,"Higienópolis, Sao Paulo",2840000,3,3,4,180
16788,"Higienópolis, Sao Paulo",1790000,3,2,4,225
16789,"Perdizes, Sao Paulo",900000,3,2,4,113
16790,"Moema, Sao Paulo",2150000,4,4,4,236
16791,"Perdizes, Sao Paulo",925000,3,2,4,109
16792,"Higienópolis, Sao Paulo",1700000,4,3,3,179
16793,"Sumaré, Sao Paulo",620000,1,1,3,62
16794,"Vila  Olímpia, Sao Paulo",900000,3,2,3,103
16795,"Vila  Madalena, Sao Paulo",1150000,3,3,3,120
16796,"Perdizes, Sao Paulo",560000,2,2,3,72
16797,"Higienópolis, Sao Paulo",550000,2,2,3,46
16798,"Santa  Cecília, Sao Paulo",1390000,3,2,3,193
16799,"Santa  Cecília, Sao Paulo",920000,2,1,3,101
16800,"Santa  Cecília, Sao Paulo",1000000,2,2,2,97
16801,"Jardim  América, Sao Paulo",2980000,3,2,2,259
16802,"Santa  Cecília, Sao Paulo",900000,2,1,2,118
16803,"Paraíso, Sao Paulo",1715000,5,4,2,200
16804,"Itaim  Bibi, Sao Paulo",780000,1,1,2,60
16805,"Cerqueira  César, Sao Paulo",950000,1,1,2,70
16806,"Vila  Mariana, Sao Paulo",750000,2,1,2,95
16807,"Santa  Cecília, Sao Paulo",1940000,4,4,3,186
16808,"Vila  Nova  Conceição, Sao Paulo",420000,1,1,3,36
16809,"Jardim  Paulista, Sao Paulo",1100000,2,2,3,107
16810,"Vila  Olímpia, Sao Paulo",790000,2,1,3,92
16811,"Itaim  Bibi, Sao Paulo",2670000,4,2,2,214
16812,"Sumaré, Sao Paulo",920000,3,2,2,110
16813,"Perdizes, Sao Paulo",1125000,3,2,2,144
16814,"Vila  Madalena, Sao Paulo",1165000,3,2,2,104
16815,"Moema, Sao Paulo",690000,2,1,2,67
16816,"Higienópolis, Sao Paulo",1400000,2,2,2,167
16817,"Moema, Sao Paulo",1000000,3,2,2,91
16818,"Pinheiros, Sao Paulo",1800000,0,2,2,170
16819,"Moema, Sao Paulo",567000,0,1,2,55
16820,"Chora  Menino, Sao Paulo",410000,2,2,2,66
16821,"Mooca, Sao Paulo",399000,3,2,2,62
16822,"Freguesia  do  Ó, Sao Paulo",539900,3,2,2,80
16823,"Freguesia  do  Ó, Sao Paulo",419900,2,2,2,62
16824,"Moema, Sao Paulo",349000,1,1,2,24
16825,"Vila  Formosa, Sao Paulo",270000,2,1,2,56
16826,"Água  Rasa, Sao Paulo",550000,2,2,2,67
16827,"Tatuapé, Sao Paulo",389000,2,2,2,57
16828,"Penha  de  França, Sao Paulo",420000,3,2,2,67
16829,"Tatuapé, Sao Paulo",550000,2,2,2,62
16830,"Sacomã, Sao Paulo",360000,2,1,2,61
16831,"Artur  Alvim, Sao Paulo",212000,2,1,2,56
16832,"Cambuci, Sao Paulo",390000,0,1,2,64
16833,"Moema, Sao Paulo",699000,1,1,2,45
16834,"Higienópolis, Sao Paulo",4690000,4,6,2,315
16835,"Perdizes, Sao Paulo",540000,0,1,2,63
16836,"Perdizes, Sao Paulo",1300000,0,5,3,114
16837,"Consolação, Sao Paulo",1454929,0,2,3,180
16838,"Pinheiros, Sao Paulo",345000,1,1,3,35
16839,"Planalto  Paulista, Sao Paulo",470000,1,1,3,30
16840,"Vila  Nhocune, Sao Paulo",177900,2,1,3,38
16841,"Alto  do  Ipiranga, Sao Paulo",565000,2,2,3,68
16842,"Vila  Nova  Conceição, Sao Paulo",5500000,4,4,3,235
16843,"Tatuapé, Sao Paulo",268000,2,1,3,44
16844,"Moema, Sao Paulo",550000,2,1,3,80
16845,"Cidade  Satélite  Santa  Bárbara, Sao Paulo",170000,2,1,3,48
16846,"Vila  Madalena, Sao Paulo",690000,2,2,3,78
16847,"Vila  Madalena, Sao Paulo",3750000,4,6,4,278
16848,"Vila  Mariana, Sao Paulo",700000,2,2,4,70
16849,"Itaim  Bibi, Sao Paulo",7095893,4,4,5,275
16850,"Vila  Madalena, Sao Paulo",1150000,3,4,5,120
16851,"Vila  Madalena, Sao Paulo",3750000,4,6,4,278
16852,"Vila  Nova  Conceição, Sao Paulo",420000,1,1,4,43
16853,"Santana, Sao Paulo",410000,3,2,4,77
16854,"Saúde, Sao Paulo",450000,2,2,4,68
16855,"Morumbi  Sul, Sao Paulo",280000,2,1,4,58
16856,"Itaquera, Sao Paulo",149900,2,1,4,47
16857,"Vila  Madalena, Sao Paulo",5500000,3,5,4,386
16858,"Santa  Cecília, Sao Paulo",1132567,3,5,4,386
16859,"Santana, Sao Paulo",1749000,3,4,3,190
16860,"Vila  Mariana, Sao Paulo",1300000,3,4,2,108
16861,"Itaim  Bibi, Sao Paulo",1500000,3,1,2,123
16862,"Itaim  Bibi, Sao Paulo",1800000,3,2,2,135
16863,"Vila  Mariana, Sao Paulo",1140000,2,1,2,94
16864,"Jardins, Sao Paulo",800000,2,2,2,68
16865,"Jardins, Sao Paulo",525000,1,1,2,48
16866,"Bela  Vista, Sao Paulo",370000,2,1,2,57
16867,"Parque  São  Jorge, Sao Paulo",1080000,3,1,2,123
16868,"Vila  Ema, Sao Paulo",335000,3,2,2,61
16869,"Alto  de  Pinheiros, Sao Paulo",450000,3,1,2,62
16870,"Brooklin, Sao Paulo",1350000,0,2,2,85
16871,"Paraíso, Sao Paulo",2650000,0,4,3,240
16872,"Jardim  Paulista, Sao Paulo",1450000,0,2,3,140
16873,"São  Mateus, Sao Paulo",152000,2,1,3,37
16874,"Vila  Mariana, Sao Paulo",264000,1,1,3,22
16875,"Vila  Mariana, Sao Paulo",778000,3,3,2,76
16876,"Planalto  Paulista, Sao Paulo",380000,2,1,2,50
16877,"Tatuapé, Sao Paulo",414300,2,1,2,55
16878,"Jardim  Ester, Sao Paulo",270000,2,1,2,68
16879,"Belém, Sao Paulo",223000,2,1,2,44
16880,"Jaraguá, Sao Paulo",190000,2,1,2,45
16881,"Vila  Esperança, Sao Paulo",190000,2,1,2,45
16882,"Jardim  Paulista, Sao Paulo",940000,3,2,2,103
16883,"Vila  Buarque, Sao Paulo",300000,1,1,2,37
16884,"Jardim  Planalto, Sao Paulo",169900,2,1,2,46
16885,"Vila  Mariana, Sao Paulo",3450000,4,6,4,250
16886,"Morro  dos  Ingleses, Sao Paulo",1280000,3,3,4,116
16887,"Sumaré, Sao Paulo",635000,2,1,4,78
16888,"Vila  Leopoldina, Sao Paulo",1150000,3,4,2,96
16889,"Jardim  Marajoara, Sao Paulo",330000,2,1,2,62
16890,"Campo  Belo, Sao Paulo",1299000,3,3,2,105
16891,"Perdizes, Sao Paulo",1100000,0,2,2,127
16892,"Bela  Vista, Sao Paulo",490000,1,1,2,55
16893,"Cerqueira  César, Sao Paulo",287900,1,1,2,25
16894,"Vila  Mariana, Sao Paulo",960000,3,2,2,85
16895,"Higienópolis, Sao Paulo",1099000,3,2,2,127
16896,"Campo  Belo, Sao Paulo",1200000,1,1,2,70
16897,"Pompéia, Sao Paulo",585000,2,2,2,74
16898,"Vila  Santa  Catarina, Sao Paulo",1900000,3,4,5,256
16899,"Vila  Santa  Catarina, Sao Paulo",1850000,4,4,5,256
16900,"Panamby, Sao Paulo",995000,3,5,3,142
16901,"Paraíso, Sao Paulo",2250000,0,4,2,200
16902,"Panamby, Sao Paulo",1400000,3,5,3,176
16903,"Panamby, Sao Paulo",1950000,3,5,4,213
16904,"Vila  Mariana, Sao Paulo",168000,1,1,4,28
16905,"Perdizes, Sao Paulo",1820000,3,2,2,155
16906,"Vila  Olímpia, Sao Paulo",595,0,1,2,55
16907,"Vila  Clementino, Sao Paulo",650000,0,1,2,64
16908,"Vila  Santo  Estéfano, Sao Paulo",890000,3,1,3,129
16909,"Moema, Sao Paulo",1280000,3,1,2,111
16910,"Vila  da  Saúde, Sao Paulo",550000,2,2,2,60
16911,"Vila  Olímpia, Sao Paulo",8236890,4,7,4,279
16912,"Vila  Dom  Pedro  I, Sao Paulo",450000,2,2,2,55
16913,"Tatuapé, Sao Paulo",738000,3,2,2,85
16914,"Quinta  da  Paineira, Sao Paulo",260000,2,1,2,45
16915,"Paraíso, Sao Paulo",1500000,3,3,2,167
16916,"Ipiranga, Sao Paulo",950000,0,3,2,116
16917,"Liberdade, Sao Paulo",290000,0,1,2,55
16918,"Limão, Sao Paulo",350000,1,1,2,54
16919,"Jardim  Paulista, Sao Paulo",1395000,3,3,2,115
16920,"Vila  Mariana, Sao Paulo",2800000,2,1,2,800
16921,"Vila  Mariana, Sao Paulo",900000,3,1,2,87
16922,"Cambuci, Sao Paulo",680000,3,1,2,83
16923,"Cidade  São  Francisco, Sao Paulo",1200000,2,4,3,135
16924,"Campos  Elíseos, Sao Paulo",339000,1,1,3,34
16925,"Higienópolis, Sao Paulo",1400000,3,4,3,156
16926,"Barra  Funda, Sao Paulo",800000,2,2,2,83
16927,"Ipiranga, Sao Paulo",420000,0,1,2,35
16928,"Brooklin, Sao Paulo",1100000,0,3,2,110
16929,"Saúde, Sao Paulo",435000,0,1,2,36
16930,"Jardim  Paulista, Sao Paulo",320000,1,1,2,30
16931,"Vila  Leopoldina, Sao Paulo",645000,1,2,2,65
16932,"Vila  Mascote, Sao Paulo",722000,3,2,2,94
16933,"Moema, Sao Paulo",845000,3,2,2,83
16934,"Vila  Sônia, Sao Paulo",780000,3,2,2,80
16935,"Moema, Sao Paulo",470000,1,1,2,40
16936,"Jardim  América, Sao Paulo",4000000,3,3,2,200
16937,"Jardim  Paulista, Sao Paulo",890000,2,3,2,90
16938,"Panamby, Sao Paulo",790000,2,3,2,104
16939,"Aclimação, Sao Paulo",330000,2,1,2,48
16940,"Cerqueira  César, Sao Paulo",1064000,3,1,2,159
16941,"Pinheiros, Sao Paulo",1260000,3,1,2,110
16942,"Aclimação, Sao Paulo",260000,1,1,2,35
16943,"Vila  Leopoldina, Sao Paulo",1250000,3,4,3,121
16944,"Pinheiros, Sao Paulo",795000,2,1,2,63
16945,"Perdizes, Sao Paulo",2680000,4,4,4,250
16946,"Santa  Cecília, Sao Paulo",1600000,3,3,2,160
16947,"Higienópolis, Sao Paulo",845000,2,1,2,83
16948,"Moema, Sao Paulo",855000,3,2,2,87
16949,"Perdizes, Sao Paulo",865000,2,1,2,115
16950,"Perdizes, Sao Paulo",1200000,3,2,3,164
16951,"Vila  Olímpia, Sao Paulo",950000,3,1,3,91
16952,"Jardim  América, Sao Paulo",3985000,3,3,2,348
16953,"Pinheiros, Sao Paulo",700000,2,1,2,84
16954,"Santa  Cecília, Sao Paulo",630000,2,1,2,97
16955,"Moema, Sao Paulo",3200000,4,4,4,214
16956,"Vila  Mariana, Sao Paulo",665000,2,1,4,100
16957,"Pinheiros, Sao Paulo",535000,2,2,4,64
16958,"Vila  Madalena, Sao Paulo",896000,3,1,4,97
16959,"Higienópolis, Sao Paulo",1060000,3,1,4,154
16960,"Moema, Sao Paulo",1965000,4,3,2,204
16961,"Perdizes, Sao Paulo",392000,1,1,2,46
16962,"Jardim  Paulista, Sao Paulo",1615000,3,3,2,130
16963,"Vila  Olímpia, Sao Paulo",675000,2,1,2,70
16964,"Moema, Sao Paulo",920000,3,2,2,87
16965,"Perdizes, Sao Paulo",709000,2,1,2,86
16966,"Paraíso, Sao Paulo",1150000,3,2,2,128
16967,"Jardim  Paulista, Sao Paulo",2115000,3,2,2,273
16968,"Perdizes, Sao Paulo",785000,3,2,2,105
16969,"Vila  Olímpia, Sao Paulo",800000,2,2,2,79
16970,"Vila  Madalena, Sao Paulo",490000,1,1,2,60
16971,"Moema, Sao Paulo",1800000,4,3,2,193
16972,"Perdizes, Sao Paulo",640000,2,1,2,131
16973,"Vila  Romana, Sao Paulo",840000,2,2,2,77
16974,"Bela  Vista, Sao Paulo",1075000,3,1,2,170
16975,"Paraíso, Sao Paulo",750000,3,2,2,81
16976,"Moema, Sao Paulo",5100000,4,4,4,419
16977,"Perdizes, Sao Paulo",1650000,3,3,2,193
16978,"Chácara  Klabin, Sao Paulo",700000,4,2,2,138
16979,"Perdizes, Sao Paulo",840000,3,2,2,97
16980,"Santa  Cecília, Sao Paulo",480000,2,1,2,88
16981,"Vila  Mariana, Sao Paulo",1920000,4,3,4,187
16982,"Vila  Madalena, Sao Paulo",1050000,3,2,4,101
16983,"Brooklin, Sao Paulo",980000,0,2,2,70
16984,"Ipiranga, Sao Paulo",420000,0,1,2,42
16985,"Vila  das  Belezas, Sao Paulo",199000,2,1,2,41
16986,"Vila  Pompéia, Sao Paulo",900000,3,3,2,76
16987,"Barra  Funda, Sao Paulo",900000,3,3,2,120
16988,"Cerqueira  César, Sao Paulo",2300000,3,2,2,120
16989,"Vila  Uberabinha, Sao Paulo",498000,1,1,2,40
16990,"Itaim  Bibi, Sao Paulo",530000,1,1,2,45
16991,"Vila  Andrade, Sao Paulo",390000,3,2,2,95
16992,"Vila  Madalena, Sao Paulo",1595000,3,4,2,124
16993,"Itaim  Bibi, Sao Paulo",1400000,3,4,2,97
16994,"Vila  Nova  Conceição, Sao Paulo",425000,1,1,2,15
16995,"Vila  Nova  Conceição, Sao Paulo",420000,1,1,2,43
16996,"Santana, Sao Paulo",950000,3,3,2,123
16997,"Vila  Madalena, Sao Paulo",1595000,3,4,2,124
16998,"Pinheiros, Sao Paulo",995000,1,1,2,61
16999,"Vila  Nova  Conceição, Sao Paulo",425000,1,1,2,15
17000,"Ibirapuera, Sao Paulo",950000,4,5,2,117
17001,"Santana, Sao Paulo",195400,0,1,2,25
17002,"Freguesia  do  Ó, Sao Paulo",169900,1,1,2,26
17003,"Aclimação, Sao Paulo",300000,1,1,2,50
17004,"Aclimação, Sao Paulo",1050000,3,3,2,110
17005,"Barra  Funda, Sao Paulo",620000,2,1,2,65
17006,"Vila  Mariana, Sao Paulo",980000,3,3,2,96
17007,"Vila  Mariana, Sao Paulo",780000,3,3,2,65
17008,"Jardins, Sao Paulo",380000,1,1,2,28
17009,"Jardins, Sao Paulo",380000,1,1,2,28
17010,"Itaim  Bibi, Sao Paulo",1350000,0,3,2,128
17011,"Santa  Cecília, Sao Paulo",1700000,0,4,2,218
17012,"Moema, Sao Paulo",2900000,4,5,4,348
17013,"Jardim  Paulista, Sao Paulo",13500000,5,6,5,553
17014,"Butantã, Sao Paulo",710000,2,2,2,118
17015,"Pirituba, Sao Paulo",210000,2,1,2,56
17016,"Vila  Prudente, Sao Paulo",420000,2,2,2,63
17017,"Moema, Sao Paulo",1650000,3,5,2,170
17018,"Moema, Sao Paulo",1200000,2,2,2,87
17019,"Jardim  Pinheiros, Sao Paulo",250000,0,1,2,50
17020,"Moema, Sao Paulo",745000,2,1,2,60
17021,"Paraíso, Sao Paulo",560000,2,1,2,84
17022,"Cerqueira  César, Sao Paulo",1500000,3,1,2,105
17023,"Lapa, Sao Paulo",870000,2,2,2,72
17024,"Brooklin, Sao Paulo",875990,3,2,2,94
17025,"Bela  Vista, Sao Paulo",430000,2,1,2,65
17026,"Santana, Sao Paulo",2200000,3,5,3,189
17027,"Brooklin, Sao Paulo",578000,2,2,3,68
17028,"Vila  Gustavo, Sao Paulo",450000,3,2,2,152
17029,"Vila  Nair, Sao Paulo",319000,2,1,2,50
17030,"Tucuruvi, Sao Paulo",159000,2,1,2,35
17031,"Jardim  Soraia, Sao Paulo",190000,2,1,2,51
17032,"Vila  Sofia, Sao Paulo",400000,2,1,2,58
17033,"Jardim  Dom  José, Sao Paulo",190000,2,1,2,47
17034,"Bela  Vista, Sao Paulo",980000,0,3,2,103
17035,"Parque  Edu  Chaves, Sao Paulo",270000,2,1,2,49
17036,"Santa  Teresinha, Sao Paulo",2000000,4,6,5,260
17037,"Campo  Limpo, Sao Paulo",216000,2,1,5,40
17038,"Moema, Sao Paulo",1150000,3,0,2,95
17039,"Jardim  Europa, Sao Paulo",2460000,3,0,2,160
17040,"Vila  Medeiros, Sao Paulo",400000,3,2,2,90
17041,"Vila  Olímpia, Sao Paulo",730000,2,0,2,72
17042,"Vila  da  Paz, Sao Paulo",280000,2,1,2,55
17043,"Santana, Sao Paulo",404000,2,2,2,69
17044,"Perdizes, Sao Paulo",1730000,3,5,3,144
17045,"Vila  Regente  Feijó, Sao Paulo",650000,3,2,2,83
17046,"Vila  Regente  Feijó, Sao Paulo",680000,2,1,2,79
17047,"Itaquera, Sao Paulo",265000,2,1,2,50
17048,"Santa  Cecília, Sao Paulo",415000,1,1,2,54
17049,"Saúde, Sao Paulo",570000,2,2,2,75
17050,"Morumbi  Sul, Sao Paulo",295000,2,1,2,51
17051,"Santa  Teresinha, Sao Paulo",1275000,3,4,2,139
17052,"Jardim  Prudência, Sao Paulo",510000,1,2,2,57
17053,"Água  Fria, Sao Paulo",950000,3,4,3,143
17054,"Aclimação, Sao Paulo",799000,0,3,3,115
17055,"Jardim  Paulista, Sao Paulo",2780000,0,2,2,189
17056,"Vila  Mariana, Sao Paulo",220000,1,1,2,26
17057,"Consolação, Sao Paulo",615000,1,1,2,35
17058,"Morumbi, Sao Paulo",169000,2,1,2,35
17059,"Vila  Madalena, Sao Paulo",1020000,2,1,2,70
17060,"Jardim  Paulista, Sao Paulo",995000,3,2,2,140
17061,"Vila  Suzana, Sao Paulo",1189900,4,5,4,243
17062,"Jardins, Sao Paulo",780000,2,2,4,71
17063,"Vila  Nova  Conceição, Sao Paulo",1195000,2,2,4,91
17064,"Bosque  da  Saúde, Sao Paulo",550000,2,2,2,63
17065,"Vila  Madalena, Sao Paulo",850000,2,2,2,101
17066,"Higienópolis, Sao Paulo",3000000,4,6,6,320
17067,"Vila  Suzana, Sao Paulo",1189900,4,5,4,243
17068,"Mooca, Sao Paulo",890000,2,2,2,110
17069,"Vila  Olímpia, Sao Paulo",215000,1,1,2,29
17070,"Saúde, Sao Paulo",900000,2,2,2,95
17071,"Vila  Suzana, Sao Paulo",1189900,4,5,4,243
17072,"Perdizes, Sao Paulo",899000,3,2,4,105
17073,"Vila  Suzana, Sao Paulo",1189900,4,5,4,243
17074,"Ipiranga, Sao Paulo",795500,3,2,3,88
17075,"Vila  Suzana, Sao Paulo",1189900,4,5,4,243
17076,"Vila  Suzana, Sao Paulo",1189900,4,5,4,243
17077,"Brooklin, Sao Paulo",1790000,3,5,3,189
17078,"Brás, Sao Paulo",250000,2,1,3,60
17079,"Brás, Sao Paulo",390000,1,1,3,46
17080,"Vila  Olímpia, Sao Paulo",335000,1,1,3,31
17081,"Jaguaré, Sao Paulo",680000,3,2,2,83
17082,"Santana, Sao Paulo",341000,1,1,2,54
17083,"Santana, Sao Paulo",175000,1,1,2,28
17084,"Brooklin  Paulista, Sao Paulo",310000,1,1,2,34
17085,"Vila  Buarque, Sao Paulo",445000,2,1,2,64
17086,"Vila  Olímpia, Sao Paulo",300000,1,1,2,29
17087,"Vila  Andrade, Sao Paulo",643687,3,2,3,168
17088,"Vila  Olímpia, Sao Paulo",680000,1,1,3,41
17089,"Vila  Suzana, Sao Paulo",1039900,3,4,3,175
17090,"Vila  Suzana, Sao Paulo",1039900,3,4,3,500
17091,"Pinheiros, Sao Paulo",622500,1,1,3,127
17092,"Paraíso, Sao Paulo",1810000,3,1,2,168
17093,"Vila  Olímpia, Sao Paulo",800000,2,1,2,72
17094,"Vila  Nova  Conceição, Sao Paulo",950000,3,1,2,91
17095,"Vila  Olímpia, Sao Paulo",320000,1,1,2,29
17096,"Anália  Franco, Sao Paulo",2380000,3,5,4,180
17097,"Tatuapé, Sao Paulo",1127000,3,4,2,107
17098,"Vila  Monte  Alegre, Sao Paulo",450000,2,2,2,64
17099,"Alto  da  Mooca, Sao Paulo",580000,3,3,2,79
17100,"Perdizes, Sao Paulo",830000,3,3,2,107
17101,"Moema, Sao Paulo",852000,4,2,2,127
17102,"Jardim  Palmares   Zona  Sul, Sao Paulo",255000,2,1,2,47
17103,"Vila  Gumercindo, Sao Paulo",498000,2,1,2,62
17104,"Vila  Mariana, Sao Paulo",695000,2,2,2,66
17105,"Sumaré, Sao Paulo",490000,1,2,2,45
17106,"Liberdade, Sao Paulo",360000,2,1,2,53
17107,"Vila  Ema, Sao Paulo",158345,1,1,2,33
17108,"Santa  Cecília, Sao Paulo",410000,2,1,2,70
17109,"Bela  Vista, Sao Paulo",210000,1,1,2,30
17110,"Mooca, Sao Paulo",690000,3,2,2,94
17111,"Jardim  Íris, Sao Paulo",230000,2,1,2,48
17112,"Mandaqui, Sao Paulo",680000000,3,3,2,83
17113,"Vila  Andrade, Sao Paulo",220000,2,1,2,40
17114,"Cambuci, Sao Paulo",245000,0,1,2,25
17115,"Higienópolis, Sao Paulo",3000000,0,3,2,330
17116,"Moema, Sao Paulo",1145000,2,4,2,114
17117,"Brooklin, Sao Paulo",1590000,2,4,3,127
17118,"Vila  Andrade, Sao Paulo",590000,0,2,3,75
17119,"Brooklin, Sao Paulo",470000,1,1,3,43
17120,"Brooklin  Paulista, Sao Paulo",310000,1,1,3,34
17121,"Brooklin  Paulista, Sao Paulo",310000,1,1,3,34
17122,"Santana, Sao Paulo",325000,1,1,3,53
17123,"Consolação, Sao Paulo",340000,1,1,3,28
17124,"Vila  Mascote, Sao Paulo",1190000,3,3,3,145
17125,"Tatuapé, Sao Paulo",445200,2,2,3,57
17126,"Vila  Olímpia, Sao Paulo",400000,1,1,3,26
17127,"Consolação, Sao Paulo",450000,0,1,3,48
17128,"Vila  Mariana, Sao Paulo",1700000,3,3,2,125
17129,"Jardim  Adelfiore, Sao Paulo",190500,2,1,2,37
17130,"Vila  Carrão, Sao Paulo",530000000,0,1,2,61
17131,"Vila  Olímpia, Sao Paulo",470000,1,1,2,43
17132,"Moema, Sao Paulo",405000,1,1,2,24
17133,"Chácara  Inglesa, Sao Paulo",1172000,3,2,2,97
17134,"Vila  Nova  Cachoeirinha, Sao Paulo",400000,2,2,2,54
17135,"Brooklin, Sao Paulo",1575000,3,5,3,166
17136,"Jardim  Paulista, Sao Paulo",1050000,2,3,3,75
17137,"Vila  Mariana, Sao Paulo",880000,0,1,3,74
17138,"Jardim  América, Sao Paulo",1850000,3,3,3,160
17139,"Moema, Sao Paulo",860000,2,2,3,51
17140,"Vila  Madalena, Sao Paulo",1100000,0,2,2,100
17141,"Bela  Vista, Sao Paulo",325000,1,1,2,37
17142,"Santo  Amaro, Sao Paulo",2520000,3,4,4,213
17143,"Vila  Olímpia, Sao Paulo",310000,1,1,4,34
17144,"Vila  Olímpia, Sao Paulo",300000,1,1,4,29
17145,"Brás, Sao Paulo",823704,3,3,2,121
17146,"Indianópolis, Sao Paulo",3850000,4,4,4,172
17147,"Vila  Leopoldina, Sao Paulo",1100000,3,3,2,96
17148,"Vila  Nova  Curuçá, Sao Paulo",230000,2,1,2,44
17149,"Vila  Romana, Sao Paulo",850000,2,2,2,94
17150,"Jardim  Paulista, Sao Paulo",1369000,3,3,2,128
17151,"Tatuapé, Sao Paulo",1170000,4,4,2,179
17152,"Santana, Sao Paulo",1500000,3,4,3,124
17153,"Vila  Dom  Pedro  II, Sao Paulo",630000,2,1,2,120
17154,"Alto  de  Pinheiros, Sao Paulo",3455000,3,4,3,357
17155,"Moema, Sao Paulo",1000000,3,3,3,130
17156,"Vila  Mariana, Sao Paulo",850000,2,1,2,67
17157,"Moema, Sao Paulo",1000000,3,3,2,130
17158,"Jaguaré, Sao Paulo",430000,3,1,2,60
17159,"Vila  Divina  Pastora, Sao Paulo",159000,1,1,2,33
17160,"Parque  Reboucas, Sao Paulo",420000,3,2,2,68
17161,"Jardim  Ubirajara   Zona  Sul, Sao Paulo",330000,3,2,2,75
17162,"Bela  Vista, Sao Paulo",310000,1,1,2,48
17163,"Vila  Califórnia, Sao Paulo",209900,2,1,2,40
17164,"Vila  Prudente, Sao Paulo",211000,2,1,2,40
17165,"Sítio  da  Figueira, Sao Paulo",210500,2,1,2,40
17166,"Parque  Mandaqui, Sao Paulo",210000,2,1,2,63
17167,"Sítio  da  Figueira, Sao Paulo",218000,2,1,2,41
17168,"Bom  Retiro, Sao Paulo",580000,3,2,2,175
17169,"Jardim  Avelino, Sao Paulo",395000,2,2,2,30
17170,"Vila  Ema, Sao Paulo",340000,3,2,2,61
17171,"Perdizes, Sao Paulo",1275000,4,5,3,183
17172,"Paraíso, Sao Paulo",829000,0,2,3,132
17173,"Jardim  Paulista, Sao Paulo",1200000,0,3,3,145
17174,"Sumaré, Sao Paulo",570000,2,2,3,63
17175,"Vila  Zilda, Sao Paulo",650000,3,2,2,87
17176,"Vila  Mariana, Sao Paulo",960000,3,2,2,85
17177,"Higienópolis, Sao Paulo",1099000,3,2,2,127
17178,"Campo  Belo, Sao Paulo",1200000,1,1,2,70
