,region,sales_price,bedroom,bathroom,parking,dimensions
16292,"Jardins, Sao Paulo",2000000,3,3,2,193
16293,"Paraíso, Sao Paulo",285000,1,1,2,23
16294,"Vila  Mariana, Sao Paulo",1700000,0,5,3,190
16295,"Vila  Clementino, Sao Paulo",950000,0,3,3,90
16296,"Sacomã, Sao Paulo",220000,2,1,3,48
16297,"Vila  Pompéia, Sao Paulo",880000,2,3,2,77
16298,"Moema, Sao Paulo",2200000,4,0,3,170
16299,"Barra  Funda, Sao Paulo",665000,3,2,2,74
16300,"Vila  Jaguara, Sao Paulo",230000,1,1,2,45
16301,"Itaim  Bibi, Sao Paulo",1500000,3,2,2,123
16302,"Brooklin, Sao Paulo",1500000,0,2,2,150
16303,"Ipiranga, Sao Paulo",1250000,0,5,4,174
16304,"Fazenda  Morumbi, Sao Paulo",320500,2,2,4,61
16305,"Santa  Cecília, Sao Paulo",510000,2,1,4,57
16306,"Vila  Paiva, Sao Paulo",380000,2,2,4,62
16307,"Jardim  Guedala, Sao Paulo",3350000,4,1,4,230
16308,"Santa  Cecília, Sao Paulo",1080000,0,3,4,145
16309,"Vila  Uberabinha, Sao Paulo",530000,1,1,4,45
16310,"Consolação, Sao Paulo",620000,1,1,4,30
16311,"Perdizes, Sao Paulo",400000,1,1,4,30
16312,"Mandaqui, Sao Paulo",799000,3,3,2,120
16313,"Penha  de  França, Sao Paulo",670000,4,2,2,134
16314,"Brooklin, Sao Paulo",279500,0,1,2,33
16315,"Ipiranga, Sao Paulo",315000,2,1,2,48
16316,"Conceição, Sao Paulo",590000,2,2,2,66
16317,"Sumaré, Sao Paulo",490000,1,1,2,45
16318,"Vila  Madalena, Sao Paulo",690000,2,2,2,78
16319,"Pinheiros, Sao Paulo",929000,2,2,2,70
16320,"Santana, Sao Paulo",530000,3,3,2,90
16321,"Santa  Cecília, Sao Paulo",1800000,0,6,3,170
16322,"Moema, Sao Paulo",600000,2,1,3,60
16323,"Perdizes, Sao Paulo",820000,3,3,3,140
16324,"Quinta  da  Paineira, Sao Paulo",316000,2,2,2,55
16325,"Bela  Vista, Sao Paulo",600000,1,1,2,41
16326,"Santa  Cecília, Sao Paulo",2000000,2,3,2,200
16327,"Pinheiros, Sao Paulo",1900000,2,1,2,84
16328,"Bela  Vista, Sao Paulo",256900,0,1,2,25
16329,"Lauzane  Paulista, Sao Paulo",420000,3,1,2,62
16330,"Bela  Vista, Sao Paulo",256800,0,1,2,25
16331,"Jardim  Bonfiglioli, Sao Paulo",310000,2,2,2,67
16332,"Santo  Amaro, Sao Paulo",460000,2,2,2,66
16333,"Moema, Sao Paulo",864000,0,1,2,54
16334,"Vila  Nova  Conceição, Sao Paulo",420000,1,1,2,43
16335,"Vila  Nova  Conceição, Sao Paulo",650000,1,1,2,55
16336,"Jardim  Avelino, Sao Paulo",800000,3,5,3,135
16337,"Vila  Olímpia, Sao Paulo",400000,1,1,3,32
16338,"Aclimação, Sao Paulo",245000,1,0,3,35
16339,"Vila  Romana, Sao Paulo",1100000,4,1,2,126
16340,"Barra  Funda, Sao Paulo",590000,2,1,2,65
16341,"Várzea  da  Barra  Funda, Sao Paulo",500000,1,0,2,45
16342,"Vila  Monumento, Sao Paulo",855000,3,1,3,80
16343,"Vila  das  Mercês, Sao Paulo",450000,0,2,3,69
16344,"Belém, Sao Paulo",320000,0,1,3,54
16345,"Santa  Cecília, Sao Paulo",480000,0,1,3,60
16346,"Jardim  Paulista, Sao Paulo",1050000,0,1,3,92
16347,"Santa  Cecília, Sao Paulo",510000,0,1,3,73
16348,"Vila  Mariana, Sao Paulo",850000,0,2,3,87
16349,"Vila  Romana, Sao Paulo",1800000,0,5,3,126
16350,"República, Sao Paulo",342000,1,1,3,36
16351,"Imirim, Sao Paulo",950000,3,3,2,110
16352,"Sumaré, Sao Paulo",2350000,0,4,3,160
16353,"Perdizes, Sao Paulo",2600000,3,3,2,210
16354,"Aclimação, Sao Paulo",265000,1,1,2,53
16355,"Morumbi, Sao Paulo",699000,3,3,2,89
16356,"Pinheiros, Sao Paulo",995000,1,1,2,61
16357,"Brooklin, Sao Paulo",402800,1,1,2,48
16358,"Moema, Sao Paulo",477000,1,1,2,56
16359,"Bela  Vista, Sao Paulo",290000,1,1,2,25
16360,"Bela  Vista, Sao Paulo",1200000,1,2,2,90
16361,"Saúde, Sao Paulo",350000,1,1,2,38
16362,"Campo  Belo, Sao Paulo",1420000,2,3,3,107
16363,"Butantã, Sao Paulo",320000,2,1,3,57
16364,"Bela  Vista, Sao Paulo",960000,3,2,3,120
16365,"Perdizes, Sao Paulo",1300000,3,3,2,106
16366,"Parque  Munhoz, Sao Paulo",275000,2,2,2,63
16367,"Campo  Belo, Sao Paulo",1750000,3,4,2,135
16368,"Campo  Belo, Sao Paulo",2499900,3,5,3,209
16369,"Planalto  Paulista, Sao Paulo",394100,1,1,3,42
16370,"Paraíso, Sao Paulo",5500000,4,5,5,347
16371,"Jardim  América, Sao Paulo",3200001,3,5,2,207
16372,"Itaim  Bibi, Sao Paulo",320000,1,1,2,25
16373,"Consolação, Sao Paulo",470000,1,1,2,48
16374,"Liberdade, Sao Paulo",650600,3,2,2,76
16375,"Vila  Suzana, Sao Paulo",1040000,3,6,3,175
16376,"Santo  Amaro, Sao Paulo",170000,1,1,3,24
16377,"Tatuapé, Sao Paulo",307000,1,1,3,40
16378,"Centro, Sao Paulo",650000,0,2,3,105
16379,"Vila  Madalena, Sao Paulo",525000,0,1,3,31
16380,"Vila  Independência, Sao Paulo",330000,2,2,3,55
16381,"Centro, Sao Paulo",1150000,2,3,2,91
16382,"Jardim  Santa  Efigênia, Sao Paulo",292000,3,2,2,66
16383,"Vila  Prudente, Sao Paulo",325000,2,1,2,52
16384,"Vila  Santa  Teresa   Zona  Sul, Sao Paulo",260000,2,1,2,63
16385,"Vila  Mazzei, Sao Paulo",259900,0,1,2,40
16386,"Vila  Romana, Sao Paulo",640000,3,2,2,127
16387,"Perdizes, Sao Paulo",1045000,2,2,2,115
16388,"Perdizes, Sao Paulo",655000,2,2,2,64
16389,"Campo  Belo, Sao Paulo",2700000,4,6,4,360
16390,"Paraíso, Sao Paulo",850000,2,0,4,88
16391,"Pinheiros, Sao Paulo",435900,0,1,4,37
16392,"Bom  Retiro, Sao Paulo",365000,0,2,4,100
16393,"Jardim  Vila  Formosa, Sao Paulo",700000,3,2,2,110
16394,"Itaim  Bibi, Sao Paulo",3400000,4,4,4,250
16395,"Higienópolis, Sao Paulo",2200000,3,2,2,210
16396,"Vila  Nova  Conceição, Sao Paulo",320000,1,1,2,25
16397,"Vila  Uberabinha, Sao Paulo",2500000,4,5,4,200
16398,"Cambuci, Sao Paulo",232000,2,1,4,34
16399,"Bela  Vista, Sao Paulo",500000,3,2,4,120
16400,"Higienópolis, Sao Paulo",1950000,1,3,3,154
16401,"Moema, Sao Paulo",2200000,3,0,4,210
16402,"Vila  Olímpia, Sao Paulo",440000,1,1,4,29
16403,"Vila  Clementino, Sao Paulo",450000,3,2,4,69
16404,"Jardim  Paulista, Sao Paulo",1450000,3,3,2,135
16405,"Consolação, Sao Paulo",1590000,3,2,2,145
16406,"Vila  Mariana, Sao Paulo",665000,2,1,2,113
16407,"Vila  Santa  Catarina, Sao Paulo",295000,2,1,2,56
16408,"Itaim, Sao Paulo",5950000,4,6,5,273
16409,"Perdizes, Sao Paulo",1562000,4,5,3,142
16410,"Jaguaré, Sao Paulo",450000,3,2,3,78
16411,"Barra  Funda, Sao Paulo",749999,3,2,3,70
16412,"Barra  Funda, Sao Paulo",740000,3,2,3,73
16413,"Barra  Funda, Sao Paulo",750000,0,2,3,70
16414,"Moema, Sao Paulo",2200000,4,4,3,160
16415,"Indianópolis, Sao Paulo",2500000,4,5,3,240
16416,"Consolação, Sao Paulo",470000,1,1,3,48
16417,"Saúde, Sao Paulo",480000,2,1,3,86
16418,"Perdizes, Sao Paulo",636000,3,2,3,80
16419,"Jardins, Sao Paulo",1000000,2,1,3,75
16420,"Moema, Sao Paulo",1200000,3,5,3,160
16421,"Mooca, Sao Paulo",173144,1,1,3,30
16422,"Moema, Sao Paulo",1650001,3,4,2,140
16423,"Santana, Sao Paulo",849000,3,3,2,126
16424,"Alto  da  Mooca, Sao Paulo",780000,3,2,2,94
16425,"Pinheiros, Sao Paulo",490000,2,1,2,76
16426,"Mooca, Sao Paulo",162000,2,1,2,45
16427,"Moema, Sao Paulo",1070000,3,2,2,100
16428,"Vila  Gumercindo, Sao Paulo",591000,3,2,2,97
16429,"Moema, Sao Paulo",1380001,3,3,2,125
16430,"Santana, Sao Paulo",849000,3,3,2,126
16431,"Indianópolis, Sao Paulo",4008000,4,3,5,361
16432,"Jardim  Paulista, Sao Paulo",840000,2,2,5,86
16433,"Indianópolis, Sao Paulo",1596000,3,2,2,120
16434,"Moema, Sao Paulo",1200000,1,2,2,120
16435,"Perdizes, Sao Paulo",1224000,3,1,2,118
16436,"Água  Branca, Sao Paulo",285000,1,1,2,31
16437,"Mooca, Sao Paulo",1500000,3,4,3,218
16438,"Vila  Medeiros, Sao Paulo",230000,2,1,3,56
16439,"Vila  Nova  Mazzei, Sao Paulo",230000,2,1,3,67
16440,"Consolação, Sao Paulo",650000,0,2,3,133
16441,"Jardins, Sao Paulo",2365000,4,5,2,256
16442,"Brooklin, Sao Paulo",1190000,0,1,2,75
16443,"Vila  Olímpia, Sao Paulo",1475000,2,1,2,91
16444,"Vila  Leopoldina, Sao Paulo",1350000,3,3,2,114
16445,"Pompéia, Sao Paulo",600000,2,2,2,70
16446,"Jardim  Marajoara, Sao Paulo",760000,3,3,2,92
16447,"Lauzane  Paulista, Sao Paulo",1250000,3,5,3,142
16448,"Morumbi, Sao Paulo",650000,3,2,3,141
16449,"Santana, Sao Paulo",549000,3,3,2,106
16450,"Tatuapé, Sao Paulo",780000,3,3,2,105
16451,"Santana, Sao Paulo",441000,3,2,2,75
16452,"Belém, Sao Paulo",220000,2,2,2,40
16453,"Vila  Prudente, Sao Paulo",210000,2,1,2,41
16454,"Vila  Gumercindo, Sao Paulo",549000,3,1,2,65
16455,"Pinheiros, Sao Paulo",2390000,0,4,4,177
16456,"Bela  Vista, Sao Paulo",1200000,0,2,4,110
16457,"Ipiranga, Sao Paulo",515000,2,2,4,67
16458,"Morumbi, Sao Paulo",450000,2,3,2,83
16459,"Higienópolis, Sao Paulo",2695000,3,4,3,234
16460,"Tatuapé, Sao Paulo",1070000,3,5,3,113
16461,"Tatuapé, Sao Paulo",1120000,3,4,2,117
16462,"Consolação, Sao Paulo",2590000,0,4,2,260
16463,"Jabaquara, Sao Paulo",300000,3,2,2,62
16464,"Jardim  América, Sao Paulo",2695000,3,4,2,260
16465,"Liberdade, Sao Paulo",138000,1,1,2,34
16466,"Cerqueira  César, Sao Paulo",1500000,2,2,2,114
16467,"Jardim  Prudência, Sao Paulo",300000,2,1,2,62
16468,"Itaim  Bibi, Sao Paulo",1995000,1,3,2,96
16469,"Vila  Diva   Zona  Leste, Sao Paulo",750000,3,1,3,126
16470,"Jardim  Bonfiglioli, Sao Paulo",299000,2,1,3,48
16471,"Lapa, Sao Paulo",761000,3,3,3,81
16472,"Vila  Mariana, Sao Paulo",1000000,3,3,3,115
16473,"Jaçanã, Sao Paulo",320000,3,1,2,76
16474,"Higienópolis, Sao Paulo",2000000,3,2,2,200
16475,"Vila  Gomes  Cardim, Sao Paulo",1995000,4,5,4,209
16476,"Jardim  das  Vertentes, Sao Paulo",1189000,3,3,2,150
16477,"Paraíso, Sao Paulo",1150000,3,2,2,128
16478,"Lapa, Sao Paulo",550000,2,1,2,66
16479,"Paraíso, Sao Paulo",1320000,2,2,2,110
16480,"Brooklin, Sao Paulo",1150000,3,1,2,178
16481,"Vila  Mariana, Sao Paulo",840000,2,0,2,100
16482,"Consolação, Sao Paulo",310000,1,1,2,40
16483,"Consolação, Sao Paulo",235000,1,1,2,32
16484,"Bela  Vista, Sao Paulo",630000,1,0,2,49
16485,"Vila  Mascote, Sao Paulo",695000,2,2,2,64
16486,"Jardim  Ipê, Sao Paulo",340000,2,1,2,58
16487,"Liberdade, Sao Paulo",300000,0,1,2,69
16488,"Moema, Sao Paulo",2200000,0,3,4,163
16489,"Aclimação, Sao Paulo",550000,0,1,4,62
16490,"Vila  Prudente, Sao Paulo",209820,2,1,4,44
16491,"Campo  Belo, Sao Paulo",459000,1,0,4,42
16492,"Jardim  das  Acácias, Sao Paulo",1180000,3,3,2,101
16493,"Vila  Gustavo, Sao Paulo",320000,2,3,2,84
16494,"Moema, Sao Paulo",850000,3,3,2,100
16495,"Higienópolis, Sao Paulo",1310000,3,1,2,147
16496,"Paraíso, Sao Paulo",790000,2,2,2,75
16497,"Perdizes, Sao Paulo",2750000,4,4,4,224
16498,"Itaim  Bibi, Sao Paulo",1060000,2,2,2,65
16499,"Jardim  América, Sao Paulo",935000,2,2,2,90
16500,"Vila  Olímpia, Sao Paulo",850000,3,2,2,91
16501,"Santa  Cecília, Sao Paulo",650000,2,1,2,70
16502,"Perdizes, Sao Paulo",2800000,4,4,4,378
16503,"Higienópolis, Sao Paulo",620000,3,1,4,62
16504,"Jardim  Paulistano, Sao Paulo",815000,2,1,4,73
16505,"Higienópolis, Sao Paulo",2840000,3,3,4,180
16506,"Higienópolis, Sao Paulo",1790000,3,2,4,225
16507,"Perdizes, Sao Paulo",900000,3,2,4,113
16508,"Moema, Sao Paulo",2150000,4,4,4,236
16509,"Perdizes, Sao Paulo",925000,3,2,4,109
16510,"Higienópolis, Sao Paulo",1700000,4,3,3,179
16511,"Sumaré, Sao Paulo",620000,1,1,3,62
16512,"Vila  Olímpia, Sao Paulo",900000,3,2,3,103
16513,"Vila  Madalena, Sao Paulo",1150000,3,3,3,120
16514,"Moema, Sao Paulo",1300000,0,2,2,108
16515,"Higienópolis, Sao Paulo",685000,0,1,2,64
16516,"Consolação, Sao Paulo",640000,0,1,2,57
16517,"Consolação, Sao Paulo",379000,0,1,2,40
16518,"Vila  Madalena, Sao Paulo",1000000,0,2,2,97
16519,"Perdizes, Sao Paulo",600000,0,2,2,68
16520,"Higienópolis, Sao Paulo",940000,0,2,2,98
16521,"Vila  Alpina, Sao Paulo",207000,2,1,2,48
16522,"Vila  Olímpia, Sao Paulo",1500000,4,5,2,176
16523,"Pirituba, Sao Paulo",400000,2,2,2,50
16524,"Jardim  América, Sao Paulo",1500000,0,3,2,180
16525,"Chácara  Santo  Antônio, Sao Paulo",730000,2,2,2,82
16526,"Vila  Paulista, Sao Paulo",555000,3,3,2,80
16527,"Campo  Belo, Sao Paulo",1750000,4,3,3,169
16528,"Vila  Carrão, Sao Paulo",735000,3,4,3,213
16529,"Jardim  Bonfiglioli, Sao Paulo",415000,3,1,3,74
16530,"Vila  Cordeiro, Sao Paulo",282900,0,1,3,33
16531,"Pinheiros, Sao Paulo",790000,0,2,3,115
16532,"Paraíso, Sao Paulo",1000000,3,2,3,123
16533,"Cambuci, Sao Paulo",460000,0,2,3,64
16534,"Vila  Mascote, Sao Paulo",385000,2,1,3,55
16535,"Alto  da  Lapa, Sao Paulo",540000,3,3,3,66
16536,"Butantã, Sao Paulo",280000,2,1,3,50
16537,"Pinheiros, Sao Paulo",1500000,3,2,2,104
16538,"Campo  Belo, Sao Paulo",2950000,3,4,2,264
16539,"Vila  Cosmopolita, Sao Paulo",170000,2,1,2,48
16540,"Pedreira, Sao Paulo",220000,2,1,2,60
16541,"Sumaré, Sao Paulo",400000,2,1,2,64
16542,"Pinheiros, Sao Paulo",400000,2,1,2,60
16543,"Vila  São  Francisco, Sao Paulo",1350000,3,3,4,250
16544,"Brooklin, Sao Paulo",670000,1,1,4,49
16545,"Itaim  Bibi, Sao Paulo",8912000,4,6,4,269
16546,"Perdizes, Sao Paulo",1349000,2,3,4,140
16547,"Vila  Sofia, Sao Paulo",1250000,3,3,2,166
16548,"Jardim  Marajoara, Sao Paulo",2380000,4,6,5,223
16549,"Pinheiros, Sao Paulo",1260000,0,2,5,110
16550,"Bela  Vista, Sao Paulo",250000,1,1,5,30
16551,"Bela  Vista, Sao Paulo",250000,1,1,5,30
16552,"Vila  Alexandria, Sao Paulo",415000,2,2,5,72
16553,"Jardim  Consórcio, Sao Paulo",1100000,3,2,2,140
16554,"Perdizes, Sao Paulo",1300000,0,5,3,114
16555,"Consolação, Sao Paulo",1454929,0,2,3,180
16556,"Pinheiros, Sao Paulo",345000,1,1,3,35
16557,"Planalto  Paulista, Sao Paulo",470000,1,1,3,30
16558,"Vila  Nhocune, Sao Paulo",177900,2,1,3,38
16559,"Alto  do  Ipiranga, Sao Paulo",565000,2,2,3,68
16560,"Vila  Nova  Conceição, Sao Paulo",5500000,4,4,3,235
16561,"Tatuapé, Sao Paulo",268000,2,1,3,44
16562,"Moema, Sao Paulo",550000,2,1,3,80
16563,"Cidade  Satélite  Santa  Bárbara, Sao Paulo",170000,2,1,3,48
16564,"Vila  Madalena, Sao Paulo",690000,2,2,3,78
16565,"Vila  Madalena, Sao Paulo",3750000,4,6,4,278
16566,"Vila  Mariana, Sao Paulo",700000,2,2,4,70
16567,"Itaim  Bibi, Sao Paulo",7095893,4,4,5,275
16568,"Vila  Madalena, Sao Paulo",1150000,3,4,5,120
16569,"Vila  Madalena, Sao Paulo",3750000,4,6,4,278
16570,"Vila  Nova  Conceição, Sao Paulo",420000,1,1,4,43
16571,"Santana, Sao Paulo",410000,3,2,4,77
16572,"Saúde, Sao Paulo",450000,2,2,4,68
16573,"Morumbi  Sul, Sao Paulo",280000,2,1,4,58
16574,"Vila  Paiva, Sao Paulo",400000,2,2,4,62
16575,"Alto  da  Lapa, Sao Paulo",1650000,3,2,2,142
16576,"Vila  Mariana, Sao Paulo",1700000,0,5,3,190
16577,"Vila  Clementino, Sao Paulo",950000,0,3,3,90
16578,"Sacomã, Sao Paulo",220000,2,1,3,48
16579,"Vila  Pompéia, Sao Paulo",880000,2,3,2,77
16580,"Moema, Sao Paulo",2200000,4,0,3,170
16581,"Barra  Funda, Sao Paulo",665000,3,2,2,74
16582,"Vila  Jaguara, Sao Paulo",230000,1,1,2,45
16583,"Itaim  Bibi, Sao Paulo",1500000,3,2,2,123
16584,"Brooklin, Sao Paulo",1500000,0,2,2,150
16585,"Ipiranga, Sao Paulo",1250000,0,5,4,174
16586,"Fazenda  Morumbi, Sao Paulo",320500,2,2,4,61
16587,"Santa  Cecília, Sao Paulo",510000,2,1,4,57
16588,"Vila  Paiva, Sao Paulo",380000,2,2,4,62
16589,"Jardim  Guedala, Sao Paulo",3350000,4,1,4,230
16590,"Santa  Cecília, Sao Paulo",1080000,0,3,4,145
16591,"Vila  Uberabinha, Sao Paulo",530000,1,1,4,45
16592,"Consolação, Sao Paulo",620000,1,1,4,30
16593,"Perdizes, Sao Paulo",400000,1,1,4,30
16594,"Planalto  Paulista, Sao Paulo",380000,2,1,4,50
16595,"Tatuapé, Sao Paulo",414300,2,1,4,55
16596,"Jardim  Ester, Sao Paulo",270000,2,1,4,68
16597,"Belém, Sao Paulo",223000,2,1,4,44
16598,"Jaraguá, Sao Paulo",190000,2,1,4,45
16599,"Vila  Esperança, Sao Paulo",190000,2,1,4,45
16600,"Jardim  Paulista, Sao Paulo",940000,3,2,4,103
16601,"Vila  Buarque, Sao Paulo",300000,1,1,4,37
16602,"Jardim  Planalto, Sao Paulo",169900,2,1,4,46
16603,"Vila  Mariana, Sao Paulo",3450000,4,6,4,250
16604,"Morro  dos  Ingleses, Sao Paulo",1280000,3,3,4,116
16605,"Sumaré, Sao Paulo",635000,2,1,4,78
16606,"Vila  Leopoldina, Sao Paulo",1150000,3,4,2,96
16607,"Jardim  Marajoara, Sao Paulo",330000,2,1,2,62
16608,"Campo  Belo, Sao Paulo",1299000,3,3,2,105
16609,"Perdizes, Sao Paulo",1100000,0,2,2,127
16610,"Bela  Vista, Sao Paulo",490000,1,1,2,55
16611,"Cerqueira  César, Sao Paulo",287900,1,1,2,25
16612,"Alto  de  Pinheiros, Sao Paulo",1353000,3,3,2,110
16613,"Jardim  Santa  Mônica, Sao Paulo",182000,2,1,2,55
16614,"Santo  Amaro, Sao Paulo",460000,2,2,2,66
16615,"Moema, Sao Paulo",864000,0,1,2,54
16616,"Santo  Amaro, Sao Paulo",809000,0,4,2,108
16617,"Bela  Vista, Sao Paulo",258000,1,1,2,25
16618,"Jardim  Vergueiro   Sacomã, Sao Paulo",230000,2,1,2,50
16619,"Bela  Vista, Sao Paulo",800000,2,2,2,63
16620,"Itaim  Bibi, Sao Paulo",8776351,4,6,4,269
16621,"Santa  Cecília, Sao Paulo",2800000,0,4,2,420
16622,"Bela  Vista, Sao Paulo",415000,1,1,2,40
16623,"Santo  Amaro, Sao Paulo",575000,3,3,2,83
16624,"Pinheiros, Sao Paulo",740000,2,2,2,69
16625,"Tatuapé, Sao Paulo",650000,3,3,2,86
16626,"Jardim  Ipê, Sao Paulo",270000,3,1,2,57
16627,"Jardim  Germânia, Sao Paulo",260000,3,1,2,54
16628,"Vila  das  Belezas, Sao Paulo",470000,3,2,2,108
16629,"Itaim  Bibi, Sao Paulo",6980000,3,4,5,273
16630,"Vila  Olímpia, Sao Paulo",1830000,3,4,2,150
16631,"Tatuapé, Sao Paulo",715000,3,4,2,88
16632,"Vila  Andrade, Sao Paulo",449000,2,2,2,69
16633,"Moema, Sao Paulo",3500000,4,5,5,250
16634,"Vila  Leopoldina, Sao Paulo",3250000,3,4,5,323
16635,"Alto  da  Mooca, Sao Paulo",585000,2,2,2,75
16636,"Jardim  Paulista, Sao Paulo",300000,1,1,2,30
16637,"Jardins, Sao Paulo",785000,2,2,2,100
16638,"Brooklin, Sao Paulo",1575000,3,5,3,166
16639,"Santa  Efigênia, Sao Paulo",265000,1,1,3,51
16640,"Jardins, Sao Paulo",1205000,2,1,3,101
16641,"Alto  da  Lapa, Sao Paulo",1530000,3,3,2,122
16642,"Perdizes, Sao Paulo",1830000,3,3,2,240
16643,"Lauzane  Paulista, Sao Paulo",250000,2,1,2,62
16644,"Jardim  Modelo, Sao Paulo",394000,3,2,2,66
16645,"Cambuci, Sao Paulo",420000,0,1,2,36
16646,"Indianópolis, Sao Paulo",800000,2,1,2,74
16647,"Bela  Vista, Sao Paulo",1200000,3,1,2,116
16648,"Indianópolis, Sao Paulo",2900000,4,1,4,305
16649,"Bela  Vista, Sao Paulo",1350000,3,1,4,130
16650,"Higienópolis, Sao Paulo",1750000,3,1,4,140
16651,"Alto  da  Lapa, Sao Paulo",550000,0,5,4,98
16652,"Jardim  Anália  Franco, Sao Paulo",735000,3,4,2,110
16653,"Vila  Siqueira   Zona  Norte, Sao Paulo",363000,2,2,2,54
16654,"Alto  de  Pinheiros, Sao Paulo",1,3,3,2,110
16655,"Jardim  das  Vertentes, Sao Paulo",399000,2,1,2,60
16656,"Liberdade, Sao Paulo",650600,3,2,2,76
16657,"Vila  Suzana, Sao Paulo",1040000,3,6,3,175
16658,"Santo  Amaro, Sao Paulo",170000,1,1,3,24
16659,"Tatuapé, Sao Paulo",307000,1,1,3,40
16660,"Centro, Sao Paulo",650000,0,2,3,105
16661,"Vila  Madalena, Sao Paulo",525000,0,1,3,31
16662,"Vila  Independência, Sao Paulo",330000,2,2,3,55
16663,"Centro, Sao Paulo",1150000,2,3,2,91
16664,"Jardim  Santa  Efigênia, Sao Paulo",292000,3,2,2,66
16665,"Vila  Prudente, Sao Paulo",325000,2,1,2,52
16666,"Vila  Santa  Teresa   Zona  Sul, Sao Paulo",260000,2,1,2,63
16667,"Vila  Mazzei, Sao Paulo",259900,0,1,2,40
16668,"Vila  Romana, Sao Paulo",640000,3,2,2,127
16669,"Perdizes, Sao Paulo",1045000,2,2,2,115
16670,"Perdizes, Sao Paulo",655000,2,2,2,64
16671,"Campo  Belo, Sao Paulo",2700000,4,6,4,360
16672,"Paraíso, Sao Paulo",850000,2,0,4,88
16673,"Pinheiros, Sao Paulo",435900,0,1,4,37
16674,"Bom  Retiro, Sao Paulo",365000,0,2,4,100
16675,"Jardim  Vila  Formosa, Sao Paulo",700000,3,2,2,110
16676,"Santa  Efigênia, Sao Paulo",265000,1,1,2,51
16677,"Brooklin, Sao Paulo",1575000,3,5,3,166
16678,"Jardins, Sao Paulo",785000,2,2,3,100
16679,"Jardim  Paulista, Sao Paulo",320000,1,1,3,33
16680,"Jardim  Paulista, Sao Paulo",330000,1,1,3,30
16681,"Vila  Pompéia, Sao Paulo",899000,3,2,2,106
16682,"Vila  Romana, Sao Paulo",1080000,3,2,2,106
16683,"Paraíso, Sao Paulo",965000,2,2,2,65
16684,"Itaquera, Sao Paulo",195000,2,1,2,40
16685,"Jardim  Paulista, Sao Paulo",620000,0,1,2,82
16686,"Água  Branca, Sao Paulo",1699000,3,4,3,170
16687,"Moema, Sao Paulo",1000000,0,2,3,126
16688,"Vila  da  Saúde, Sao Paulo",520000,2,2,3,80
16689,"Saúde, Sao Paulo",570000,2,2,2,60
16690,"Jardim  Marajoara, Sao Paulo",1430000,3,5,2,181
16691,"Santo  Amaro, Sao Paulo",1100000,2,4,2,115
16692,"Santana, Sao Paulo",400000,2,2,2,96
16693,"Santana, Sao Paulo",550000,3,2,2,90
16694,"Saúde, Sao Paulo",475000,2,2,2,65
16695,"Paraíso, Sao Paulo",800000,3,2,2,87
16696,"Jardins, Sao Paulo",860000,2,2,2,95
16697,"Lapa, Sao Paulo",635000,2,2,2,69
16698,"Vila  Buarque, Sao Paulo",840000,3,2,2,94
16699,"Bela  Vista, Sao Paulo",400000,1,1,2,45
16700,"Vila  Guarani  Zona  Sul, Sao Paulo",1225000,3,2,2,127
16701,"Vila  Mariana, Sao Paulo",750000,2,2,2,101
16702,"Campo  Belo, Sao Paulo",265000,1,1,2,43
16703,"Santa  Cecília, Sao Paulo",450000,0,1,2,70
16704,"Paraíso, Sao Paulo",600000,3,1,2,98
16705,"Vila  Pompéia, Sao Paulo",650000,2,2,2,102
16706,"Perdizes, Sao Paulo",750000,3,3,2,103
16707,"Tucuruvi, Sao Paulo",189000,2,1,2,36
16708,"Consolação, Sao Paulo",376000,1,1,2,40
16709,"Mooca, Sao Paulo",235000,1,2,2,50
16710,"Campo  Grande, Sao Paulo",1350000,3,5,3,163
16711,"Santana, Sao Paulo",980000,3,3,2,123
16712,"Santa  Cecília, Sao Paulo",900000,2,1,2,104
16713,"Santa  Cecília, Sao Paulo",900000,2,1,2,118
16714,"Santana, Sao Paulo",950000,3,3,2,123
16715,"Vila  Madalena, Sao Paulo",1595000,3,4,2,124
16716,"Pinheiros, Sao Paulo",995000,1,1,2,61
16717,"Vila  Nova  Conceição, Sao Paulo",425000,1,1,2,15
16718,"Ibirapuera, Sao Paulo",950000,4,5,2,117
16719,"Santana, Sao Paulo",195400,0,1,2,25
16720,"Freguesia  do  Ó, Sao Paulo",169900,1,1,2,26
16721,"Aclimação, Sao Paulo",300000,1,1,2,50
16722,"Aclimação, Sao Paulo",1050000,3,3,2,110
16723,"Barra  Funda, Sao Paulo",620000,2,1,2,65
16724,"Vila  Mariana, Sao Paulo",980000,3,3,2,96
16725,"Vila  Mariana, Sao Paulo",780000,3,3,2,65
16726,"Jardins, Sao Paulo",380000,1,1,2,28
16727,"Jardins, Sao Paulo",380000,1,1,2,28
16728,"Itaim  Bibi, Sao Paulo",1350000,0,3,2,128
16729,"Santa  Cecília, Sao Paulo",1700000,0,4,2,218
16730,"Moema, Sao Paulo",2900000,4,5,4,348
16731,"Jardim  Paulista, Sao Paulo",13500000,5,6,5,553
16732,"Butantã, Sao Paulo",710000,2,2,2,118
16733,"Pirituba, Sao Paulo",210000,2,1,2,56
16734,"Belém, Sao Paulo",220000,2,2,2,40
16735,"Vila  Prudente, Sao Paulo",210000,2,1,2,41
